month,country,topic,share_of_messages
2024-07-01,SC,Self-expression,0.013
2024-07-01,SC,Technical help,0.110
2024-07-01,SC,Writing,0.690
2024-07-01,SE,Multimedia,0.027
2024-07-01,SE,Other/Unknown,0.020
2024-07-01,SE,Practical Guidance,0.236
2024-07-01,SE,Seeking information,0.220
2024-07-01,SE,Self-expression,0.030
2024-07-01,SE,Technical help,0.138
2024-07-01,SE,Writing,0.330
2024-07-01,SG,Multimedia,0.016
2024-07-01,SG,Other/Unknown,0.026
2024-07-01,SG,Practical Guidance,0.234
2024-07-01,SG,Seeking information,0.129
2024-07-01,SG,Self-expression,0.017
2024-07-01,SG,Technical help,0.195
2024-07-01,SG,Writing,0.384
2024-07-01,SI,Multimedia,0.018
2024-07-01,SI,Other/Unknown,0.056
2024-07-01,SI,Practical Guidance,0.241
2024-07-01,SI,Seeking information,0.168
2024-07-01,SI,Self-expression,0.037
2024-07-01,SI,Technical help,0.116
2024-07-01,SI,Writing,0.364
2024-07-01,SK,Multimedia,0.013
2024-07-01,SK,Other/Unknown,0.035
2024-07-01,SK,Practical Guidance,0.236
2024-07-01,SK,Seeking information,0.254
2024-07-01,SK,Self-expression,0.041
2024-07-01,SK,Technical help,0.127
2024-07-01,SK,Writing,0.294
2024-07-01,SN,Multimedia,0.049
2024-07-01,SN,Other/Unknown,0.015
2024-07-01,SN,Practical Guidance,0.312
2024-07-01,SN,Seeking information,0.133
2024-07-01,SN,Self-expression,0.024
2024-07-01,SN,Technical help,0.112
2024-07-01,SN,Writing,0.356
2024-07-01,SO,Multimedia,0.043
2024-07-01,SO,Other/Unknown,0.111
2024-07-01,SO,Practical Guidance,0.169
2024-07-01,SO,Seeking information,0.185
2024-07-01,SO,Self-expression,0.260
2024-07-01,SO,Technical help,0.077
2024-07-01,SO,Writing,0.154
2024-07-01,SV,Multimedia,0.009
2024-07-01,SV,Other/Unknown,0.037
2024-07-01,SV,Practical Guidance,0.309
2024-07-01,SV,Seeking information,0.225
2024-07-01,SV,Self-expression,0.056
2024-07-01,SV,Technical help,0.119
2024-07-01,SV,Writing,0.246
2024-07-01,TH,Multimedia,0.024
2024-07-01,TH,Other/Unknown,0.037
2024-07-01,TH,Practical Guidance,0.250
2024-07-01,TH,Seeking information,0.187
2024-07-01,TH,Self-expression,0.031
2024-07-01,TH,Technical help,0.138
2024-07-01,TH,Writing,0.333
2024-07-01,TN,Multimedia,0.012
2024-07-01,TN,Other/Unknown,0.042
2024-07-01,TN,Practical Guidance,0.188
2024-07-01,TN,Seeking information,0.157
2024-07-01,TN,Self-expression,0.035
2024-07-01,TN,Technical help,0.188
2024-07-01,TN,Writing,0.377
2024-07-01,TR,Multimedia,0.029
2024-07-01,TR,Other/Unknown,0.049
2024-07-01,TR,Practical Guidance,0.237
2024-07-01,TR,Seeking information,0.175
2024-07-01,TR,Self-expression,0.050
2024-07-01,TR,Technical help,0.152
2024-07-01,TR,Writing,0.308
2024-07-01,TW,Multimedia,0.028
2024-07-01,TW,Other/Unknown,0.044
2024-07-01,TW,Practical Guidance,0.209
2024-07-01,TW,Seeking information,0.119
2024-07-01,TW,Self-expression,0.037
2024-07-01,TW,Technical help,0.184
2024-07-01,TW,Writing,0.380
2024-07-01,TZ,Multimedia,0.013
2024-07-01,TZ,Other/Unknown,0.049
2024-07-01,TZ,Practical Guidance,0.289
2024-07-01,TZ,Seeking information,0.217
2024-07-01,TZ,Self-expression,0.023
2024-07-01,TZ,Technical help,0.101
2024-07-01,TZ,Writing,0.308
2024-07-01,UA,Multimedia,0.015
2024-07-01,UA,Other/Unknown,0.028
2024-07-01,UA,Practical Guidance,0.246
2024-07-01,UA,Seeking information,0.153
2024-07-01,UA,Self-expression,0.054
2024-07-01,UA,Technical help,0.177
2024-07-01,UA,Writing,0.327
2024-07-01,UG,Multimedia,0.009
2024-07-01,UG,Other/Unknown,0.033
2024-07-01,UG,Practical Guidance,0.317
2024-07-01,UG,Seeking information,0.188
2024-07-01,UG,Self-expression,0.045
2024-07-01,UG,Technical help,0.100
2024-07-01,UG,Writing,0.307
2024-07-01,US,Multimedia,0.025
2024-07-01,US,Other/Unknown,0.024
2024-07-01,US,Practical Guidance,0.262
2024-07-01,US,Seeking information,0.185
2024-07-01,US,Self-expression,0.025
2024-07-01,US,Technical help,0.139
2024-07-01,US,Writing,0.339
2024-07-01,UY,Multimedia,0.012
2024-07-01,UY,Other/Unknown,0.033
2024-07-01,UY,Practical Guidance,0.320
2024-07-01,UY,Seeking information,0.213
2024-07-01,UY,Self-expression,0.033
2024-07-01,UY,Technical help,0.101
2024-07-01,UY,Writing,0.288
2024-07-01,UZ,Multimedia,0.022
2024-07-01,UZ,Other/Unknown,0.048
2024-07-01,UZ,Practical Guidance,0.253
2024-07-01,UZ,Seeking information,0.150
2024-07-01,UZ,Self-expression,0.068
2024-07-01,UZ,Technical help,0.169
2024-07-01,UZ,Writing,0.290
2024-07-01,VN,Multimedia,0.019
2024-07-01,VN,Other/Unknown,0.047
2024-07-01,VN,Practical Guidance,0.205
2024-07-01,VN,Seeking information,0.122
2024-07-01,VN,Self-expression,0.192
2024-07-01,VN,Technical help,0.122
2024-07-01,VN,Writing,0.294
2024-07-01,ZA,Multimedia,0.016
2024-07-01,ZA,Other/Unknown,0.032
2024-07-01,ZA,Practical Guidance,0.295
2024-07-01,ZA,Seeking information,0.148
2024-07-01,ZA,Self-expression,0.027
2024-07-01,ZA,Technical help,0.116
2024-07-01,ZA,Writing,0.365
2024-07-01,ZM,Multimedia,0.040
2024-07-01,ZM,Other/Unknown,0.058
2024-07-01,ZM,Practical Guidance,0.363
2024-07-01,ZM,Seeking information,0.159
2024-07-01,ZM,Self-expression,0.047
2024-07-01,ZM,Technical help,0.106
2024-07-01,ZM,Writing,0.228
2024-08-01,AE,Multimedia,0.035
2024-08-01,AE,Other/Unknown,0.035
2024-08-01,AE,Practical Guidance,0.226
2024-08-01,AE,Seeking information,0.138
2024-08-01,AE,Self-expression,0.029
2024-08-01,AE,Technical help,0.077
2024-08-01,AE,Writing,0.459
2024-08-01,AF,Multimedia,0.001
2024-08-01,AF,Other/Unknown,0.037
2024-08-01,AF,Practical Guidance,0.278
2024-08-01,AF,Seeking information,0.249
2024-08-01,AF,Self-expression,0.123
2024-08-01,AF,Technical help,0.017
2024-08-01,AF,Writing,0.294
2024-08-01,AL,Multimedia,0.003
2024-08-01,AL,Other/Unknown,0.038
2024-08-01,AL,Practical Guidance,0.244
2024-08-01,AL,Seeking information,0.247
2024-08-01,AL,Self-expression,0.077
2024-08-01,AL,Technical help,0.083
2024-08-01,AL,Writing,0.309
2024-08-01,AM,Multimedia,0.024
2024-08-01,AM,Other/Unknown,0.028
2024-08-01,AM,Practical Guidance,0.274
2024-08-01,AM,Seeking information,0.123
2024-08-01,AM,Self-expression,0.043
2024-08-01,AM,Technical help,0.170
2024-08-01,AM,Writing,0.339
2024-08-01,AO,Multimedia,0.004
2024-08-01,AO,Other/Unknown,0.065
2024-08-01,AO,Practical Guidance,0.330
2024-08-01,AO,Seeking information,0.132
2024-08-01,AO,Self-expression,0.030
2024-08-01,AO,Technical help,0.113
2024-08-01,AO,Writing,0.325
2024-08-01,AR,Multimedia,0.024
2024-08-01,AR,Other/Unknown,0.036
2024-08-01,AR,Practical Guidance,0.302
2024-08-01,AR,Seeking information,0.202
2024-08-01,AR,Self-expression,0.045
2024-08-01,AR,Technical help,0.115
2024-08-01,AR,Writing,0.276
2024-08-01,AT,Multimedia,0.021
2024-08-01,AT,Other/Unknown,0.035
2024-08-01,AT,Practical Guidance,0.213
2024-08-01,AT,Seeking information,0.151
2024-08-01,AT,Self-expression,0.031
2024-08-01,AT,Technical help,0.103
2024-08-01,AT,Writing,0.446
2024-08-01,AU,Multimedia,0.018
2024-08-01,AU,Other/Unknown,0.028
2024-08-01,AU,Practical Guidance,0.269
2024-08-01,AU,Seeking information,0.153
2024-08-01,AU,Self-expression,0.026
2024-08-01,AU,Technical help,0.103
2024-08-01,AU,Writing,0.403
2024-08-01,AZ,Multimedia,0.024
2024-08-01,AZ,Other/Unknown,0.016
2024-08-01,AZ,Practical Guidance,0.293
2024-08-01,AZ,Seeking information,0.197
2024-08-01,AZ,Self-expression,0.105
2024-08-01,AZ,Technical help,0.111
2024-08-01,AZ,Writing,0.254
2024-08-01,BA,Multimedia,0.004
2024-08-01,BA,Other/Unknown,0.022
2024-08-01,BA,Practical Guidance,0.258
2024-08-01,BA,Seeking information,0.216
2024-08-01,BA,Self-expression,0.053
2024-08-01,BA,Technical help,0.190
2024-08-01,BA,Writing,0.257
2024-08-01,BD,Multimedia,0.018
2024-08-01,BD,Other/Unknown,0.076
2024-08-01,BD,Practical Guidance,0.192
2024-08-01,BD,Seeking information,0.130
2024-08-01,BD,Self-expression,0.204
2024-08-01,BD,Technical help,0.093
2024-08-01,BD,Writing,0.288
2024-08-01,BE,Multimedia,0.023
2024-08-01,BE,Other/Unknown,0.030
2024-08-01,BE,Practical Guidance,0.257
2024-08-01,BE,Seeking information,0.189
2024-08-01,BE,Self-expression,0.029
2024-08-01,BE,Technical help,0.091
2024-08-01,BE,Writing,0.381
2024-08-01,BG,Multimedia,0.041
2024-08-01,BG,Other/Unknown,0.052
2024-08-01,BG,Practical Guidance,0.246
2024-08-01,BG,Seeking information,0.191
2024-08-01,BG,Self-expression,0.052
2024-08-01,BG,Technical help,0.162
2024-08-01,BG,Writing,0.257
2024-08-01,BJ,Multimedia,0.023
2024-08-01,BJ,Other/Unknown,0.000
2024-08-01,BJ,Practical Guidance,0.258
2024-08-01,BJ,Seeking information,0.167
2024-08-01,BJ,Self-expression,0.013
2024-08-01,BJ,Technical help,0.113
2024-08-01,BJ,Writing,0.426
2024-08-01,BO,Multimedia,0.033
2024-08-01,BO,Other/Unknown,0.034
2024-08-01,BO,Practical Guidance,0.326
2024-08-01,BO,Seeking information,0.241
2024-08-01,BO,Self-expression,0.032
2024-08-01,BO,Technical help,0.070
2024-08-01,BO,Writing,0.263
2024-08-01,BR,Multimedia,0.029
2024-08-01,BR,Other/Unknown,0.035
2024-08-01,BR,Practical Guidance,0.292
2024-08-01,BR,Seeking information,0.162
2024-08-01,BR,Self-expression,0.038
2024-08-01,BR,Technical help,0.103
2024-08-01,BR,Writing,0.341
2024-08-01,BT,Multimedia,0.078
2024-08-01,BT,Other/Unknown,0.040
2024-08-01,BT,Practical Guidance,0.282
2024-08-01,BT,Seeking information,0.156
2024-08-01,BT,Self-expression,0.065
2024-08-01,BT,Technical help,0.059
2024-08-01,BT,Writing,0.320
2024-08-01,CA,Multimedia,0.023
2024-08-01,CA,Other/Unknown,0.030
2024-08-01,CA,Practical Guidance,0.240
2024-08-01,CA,Seeking information,0.179
2024-08-01,CA,Self-expression,0.028
2024-08-01,CA,Technical help,0.114
2024-08-01,CA,Writing,0.386
2024-08-01,CD,Multimedia,0.050
2024-08-01,CD,Other/Unknown,0.029
2024-08-01,CD,Practical Guidance,0.204
2024-08-01,CD,Seeking information,0.172
2024-08-01,CD,Self-expression,0.060
2024-08-01,CD,Technical help,0.122
2024-08-01,CD,Writing,0.364
2024-08-01,CH,Multimedia,0.029
2024-08-01,CH,Other/Unknown,0.035
2024-08-01,CH,Practical Guidance,0.216
2024-08-01,CH,Seeking information,0.176
2024-08-01,CH,Self-expression,0.036
2024-08-01,CH,Technical help,0.092
2024-08-01,CH,Writing,0.416
2024-08-01,CI,Multimedia,0.001
2024-08-01,CI,Other/Unknown,0.057
2024-08-01,CI,Practical Guidance,0.195
2024-08-01,CI,Seeking information,0.199
2024-08-01,CI,Self-expression,0.042
2024-08-01,CI,Technical help,0.117
2024-08-01,CI,Writing,0.388
2024-08-01,CL,Multimedia,0.031
2024-08-01,CL,Other/Unknown,0.034
2024-08-01,CL,Practical Guidance,0.311
2024-08-01,CL,Seeking information,0.180
2024-08-01,CL,Self-expression,0.042
2024-08-01,CL,Technical help,0.113
2024-08-01,CL,Writing,0.289
2024-08-01,CM,Multimedia,0.014
2024-08-01,CM,Other/Unknown,0.014
2024-08-01,CM,Practical Guidance,0.352
2024-08-01,CM,Seeking information,0.159
2024-08-01,CM,Self-expression,0.021
2024-08-01,CM,Technical help,0.120
2024-08-01,CM,Writing,0.320
2024-08-01,CO,Multimedia,0.023
2024-08-01,CO,Other/Unknown,0.031
2024-08-01,CO,Practical Guidance,0.317
2024-08-01,CO,Seeking information,0.191
2024-08-01,CO,Self-expression,0.031
2024-08-01,CO,Technical help,0.097
2024-08-01,CO,Writing,0.310
2024-08-01,CR,Multimedia,0.047
2024-08-01,CR,Other/Unknown,0.057
2024-08-01,CR,Practical Guidance,0.279
2024-08-01,CR,Seeking information,0.174
2024-08-01,CR,Self-expression,0.017
2024-08-01,CR,Technical help,0.104
2024-08-01,CR,Writing,0.322
2024-08-01,CY,Multimedia,0.064
2024-08-01,CY,Other/Unknown,0.000
2024-08-01,CY,Practical Guidance,0.223
2024-08-01,CY,Seeking information,0.192
2024-08-01,CY,Self-expression,0.076
2024-08-01,CY,Technical help,0.067
2024-08-01,CY,Writing,0.378
2024-08-01,CZ,Multimedia,0.044
2024-08-01,CZ,Other/Unknown,0.035
2024-08-01,CZ,Practical Guidance,0.250
2024-08-01,CZ,Seeking information,0.220
2024-08-01,CZ,Self-expression,0.061
2024-08-01,CZ,Technical help,0.101
2024-08-01,CZ,Writing,0.289
2024-08-01,DE,Multimedia,0.031
2024-08-01,DE,Other/Unknown,0.033
2024-08-01,DE,Practical Guidance,0.239
2024-08-01,DE,Seeking information,0.170
2024-08-01,DE,Self-expression,0.034
2024-08-01,DE,Technical help,0.112
2024-08-01,DE,Writing,0.383
2024-08-01,DK,Multimedia,0.030
2024-08-01,DK,Other/Unknown,0.039
2024-08-01,DK,Practical Guidance,0.245
2024-08-01,DK,Seeking information,0.176
2024-08-01,DK,Self-expression,0.031
2024-08-01,DK,Technical help,0.107
2024-08-01,DK,Writing,0.372
2024-08-01,DO,Multimedia,0.024
2024-08-01,DO,Other/Unknown,0.029
2024-08-01,DO,Practical Guidance,0.330
2024-08-01,DO,Seeking information,0.245
2024-08-01,DO,Self-expression,0.048
2024-08-01,DO,Technical help,0.081
2024-08-01,DO,Writing,0.243
2024-08-01,DZ,Multimedia,0.032
2024-08-01,DZ,Other/Unknown,0.060
2024-08-01,DZ,Practical Guidance,0.237
2024-08-01,DZ,Seeking information,0.198
2024-08-01,DZ,Self-expression,0.049
2024-08-01,DZ,Technical help,0.070
2024-08-01,DZ,Writing,0.355
2024-08-01,EC,Multimedia,0.023
2024-08-01,EC,Other/Unknown,0.032
2024-08-01,EC,Practical Guidance,0.358
2024-08-01,EC,Seeking information,0.181
2024-08-01,EC,Self-expression,0.031
2024-08-01,EC,Technical help,0.089
2024-08-01,EC,Writing,0.286
2024-08-01,EE,Multimedia,0.000
2024-08-01,EE,Other/Unknown,0.000
2024-08-01,EE,Practical Guidance,0.226
2024-08-01,EE,Seeking information,0.188
2024-08-01,EE,Self-expression,0.046
2024-08-01,EE,Technical help,0.173
2024-08-01,EE,Writing,0.367
2024-08-01,EG,Multimedia,0.037
2024-08-01,EG,Other/Unknown,0.045
2024-08-01,EG,Practical Guidance,0.257
2024-08-01,EG,Seeking information,0.175
2024-08-01,EG,Self-expression,0.052
2024-08-01,EG,Technical help,0.144
2024-08-01,EG,Writing,0.290
2024-08-01,ES,Multimedia,0.029
2024-08-01,ES,Other/Unknown,0.037
2024-08-01,ES,Practical Guidance,0.240
2024-08-01,ES,Seeking information,0.202
2024-08-01,ES,Self-expression,0.047
2024-08-01,ES,Technical help,0.119
2024-08-01,ES,Writing,0.326
2024-08-01,ET,Multimedia,0.038
2024-08-01,ET,Other/Unknown,0.040
2024-08-01,ET,Practical Guidance,0.275
2024-08-01,ET,Seeking information,0.138
2024-08-01,ET,Self-expression,0.014
2024-08-01,ET,Technical help,0.184
2024-08-01,ET,Writing,0.312
2024-08-01,FI,Multimedia,0.032
2024-08-01,FI,Other/Unknown,0.028
2024-08-01,FI,Practical Guidance,0.251
2024-08-01,FI,Seeking information,0.193
2024-08-01,FI,Self-expression,0.025
2024-08-01,FI,Technical help,0.125
2024-08-01,FI,Writing,0.347
2024-08-01,FR,Multimedia,0.035
2024-08-01,FR,Other/Unknown,0.030
2024-08-01,FR,Practical Guidance,0.211
2024-08-01,FR,Seeking information,0.180
2024-08-01,FR,Self-expression,0.037
2024-08-01,FR,Technical help,0.115
2024-08-01,FR,Writing,0.391
2024-08-01,GB,Multimedia,0.031
2024-08-01,GB,Other/Unknown,0.027
2024-08-01,GB,Practical Guidance,0.223
2024-08-01,GB,Seeking information,0.158
2024-08-01,GB,Self-expression,0.030
2024-08-01,GB,Technical help,0.120
2024-08-01,GB,Writing,0.410
2024-08-01,GE,Multimedia,0.038
2024-08-01,GE,Other/Unknown,0.057
2024-08-01,GE,Practical Guidance,0.225
2024-08-01,GE,Seeking information,0.149
2024-08-01,GE,Self-expression,0.101
2024-08-01,GE,Technical help,0.154
2024-08-01,GE,Writing,0.276
2024-08-01,GH,Multimedia,0.009
2024-08-01,GH,Other/Unknown,0.051
2024-08-01,GH,Practical Guidance,0.330
2024-08-01,GH,Seeking information,0.195
2024-08-01,GH,Self-expression,0.022
2024-08-01,GH,Technical help,0.101
2024-08-01,GH,Writing,0.292
2024-08-01,GR,Multimedia,0.018
2024-08-01,GR,Other/Unknown,0.043
2024-08-01,GR,Practical Guidance,0.240
2024-08-01,GR,Seeking information,0.189
2024-08-01,GR,Self-expression,0.055
2024-08-01,GR,Technical help,0.134
2024-08-01,GR,Writing,0.322
2024-08-01,GT,Multimedia,0.038
2024-08-01,GT,Other/Unknown,0.031
2024-08-01,GT,Practical Guidance,0.329
2024-08-01,GT,Seeking information,0.213
2024-08-01,GT,Self-expression,0.030
2024-08-01,GT,Technical help,0.103
2024-08-01,GT,Writing,0.256
2024-08-01,HN,Multimedia,0.025
2024-08-01,HN,Other/Unknown,0.019
2024-08-01,HN,Practical Guidance,0.318
2024-08-01,HN,Seeking information,0.190
2024-08-01,HN,Self-expression,0.048
2024-08-01,HN,Technical help,0.093
2024-08-01,HN,Writing,0.307
2024-08-01,HR,Multimedia,0.014
2024-08-01,HR,Other/Unknown,0.047
2024-08-01,HR,Practical Guidance,0.226
2024-08-01,HR,Seeking information,0.203
2024-08-01,HR,Self-expression,0.031
2024-08-01,HR,Technical help,0.140
2024-08-01,HR,Writing,0.338
2024-08-01,HT,Multimedia,0.018
2024-08-01,HT,Other/Unknown,0.052
2024-08-01,HT,Practical Guidance,0.332
2024-08-01,HT,Seeking information,0.166
2024-08-01,HT,Self-expression,0.069
2024-08-01,HT,Technical help,0.085
2024-08-01,HT,Writing,0.278
2024-08-01,HU,Multimedia,0.044
2024-08-01,HU,Other/Unknown,0.036
2024-08-01,HU,Practical Guidance,0.212
2024-08-01,HU,Seeking information,0.203
2024-08-01,HU,Self-expression,0.087
2024-08-01,HU,Technical help,0.113
2024-08-01,HU,Writing,0.306
2024-08-01,ID,Multimedia,0.023
2024-08-01,ID,Other/Unknown,0.033
2024-08-01,ID,Practical Guidance,0.305
2024-08-01,ID,Seeking information,0.176
2024-08-01,ID,Self-expression,0.047
2024-08-01,ID,Technical help,0.098
2024-08-01,ID,Writing,0.320
2024-08-01,IE,Multimedia,0.025
2024-08-01,IE,Other/Unknown,0.033
2024-08-01,IE,Practical Guidance,0.212
2024-08-01,IE,Seeking information,0.167
2024-08-01,IE,Self-expression,0.041
2024-08-01,IE,Technical help,0.136
2024-08-01,IE,Writing,0.385
2024-08-01,IL,Multimedia,0.035
2024-08-01,IL,Other/Unknown,0.035
2024-08-01,IL,Practical Guidance,0.256
2024-08-01,IL,Seeking information,0.186
2024-08-01,IL,Self-expression,0.042
2024-08-01,IL,Technical help,0.208
2024-08-01,IL,Writing,0.239
2024-08-01,IN,Multimedia,0.021
2024-08-01,IN,Other/Unknown,0.032
2024-08-01,IN,Practical Guidance,0.270
2024-08-01,IN,Seeking information,0.149
2024-08-01,IN,Self-expression,0.020
2024-08-01,IN,Technical help,0.215
2024-08-01,IN,Writing,0.294
2024-08-01,IQ,Multimedia,0.028
2024-08-01,IQ,Other/Unknown,0.062
2024-08-01,IQ,Practical Guidance,0.260
2024-08-01,IQ,Seeking information,0.219
2024-08-01,IQ,Self-expression,0.066
2024-08-01,IQ,Technical help,0.092
2024-08-01,IQ,Writing,0.273
2024-08-01,IT,Multimedia,0.027
2024-08-01,IT,Other/Unknown,0.037
2024-08-01,IT,Practical Guidance,0.238
2024-08-01,IT,Seeking information,0.193
2024-08-01,IT,Self-expression,0.042
2024-08-01,IT,Technical help,0.107
2024-08-01,IT,Writing,0.356
2024-08-01,JM,Multimedia,0.028
2024-08-01,JM,Other/Unknown,0.066
2024-08-01,JM,Practical Guidance,0.262
2024-08-01,JM,Seeking information,0.146
2024-08-01,JM,Self-expression,0.139
2024-08-01,JM,Technical help,0.042
2024-08-01,JM,Writing,0.318
2024-08-01,JO,Multimedia,0.021
2024-08-01,JO,Other/Unknown,0.034
2024-08-01,JO,Practical Guidance,0.314
2024-08-01,JO,Seeking information,0.184
2024-08-01,JO,Self-expression,0.020
2024-08-01,JO,Technical help,0.097
2024-08-01,JO,Writing,0.330
2024-08-01,JP,Multimedia,0.038
2024-08-01,JP,Other/Unknown,0.031
2024-08-01,JP,Practical Guidance,0.225
2024-08-01,JP,Seeking information,0.154
2024-08-01,JP,Self-expression,0.066
2024-08-01,JP,Technical help,0.158
2024-08-01,JP,Writing,0.329
2024-08-01,KE,Multimedia,0.020
2024-08-01,KE,Other/Unknown,0.035
2024-08-01,KE,Practical Guidance,0.325
2024-08-01,KE,Seeking information,0.203
2024-08-01,KE,Self-expression,0.025
2024-08-01,KE,Technical help,0.110
2024-08-01,KE,Writing,0.282
2024-08-01,KG,Multimedia,0.000
2024-08-01,KG,Other/Unknown,0.055
2024-08-01,KG,Practical Guidance,0.249
2024-08-01,KG,Seeking information,0.132
2024-08-01,KG,Self-expression,0.066
2024-08-01,KG,Technical help,0.151
2024-08-01,KG,Writing,0.347
2024-08-01,KH,Multimedia,0.008
2024-08-01,KH,Other/Unknown,0.030
2024-08-01,KH,Practical Guidance,0.263
2024-08-01,KH,Seeking information,0.152
2024-08-01,KH,Self-expression,0.037
2024-08-01,KH,Technical help,0.139
2024-08-01,KH,Writing,0.370
2024-08-01,KR,Multimedia,0.035
2024-08-01,KR,Other/Unknown,0.036
2024-08-01,KR,Practical Guidance,0.228
2024-08-01,KR,Seeking information,0.156
2024-08-01,KR,Self-expression,0.034
2024-08-01,KR,Technical help,0.167
2024-08-01,KR,Writing,0.344
2024-08-01,KW,Multimedia,0.026
2024-08-01,KW,Other/Unknown,0.071
2024-08-01,KW,Practical Guidance,0.254
2024-08-01,KW,Seeking information,0.204
2024-08-01,KW,Self-expression,0.078
2024-08-01,KW,Technical help,0.105
2024-08-01,KW,Writing,0.262
2024-08-01,KZ,Multimedia,0.055
2024-08-01,KZ,Other/Unknown,0.057
2024-08-01,KZ,Practical Guidance,0.233
2024-08-01,KZ,Seeking information,0.161
2024-08-01,KZ,Self-expression,0.098
2024-08-01,KZ,Technical help,0.110
2024-08-01,KZ,Writing,0.286
2024-08-01,LB,Multimedia,0.016
2024-08-01,LB,Other/Unknown,0.047
2024-08-01,LB,Practical Guidance,0.252
2024-08-01,LB,Seeking information,0.167
2024-08-01,LB,Self-expression,0.040
2024-08-01,LB,Technical help,0.090
2024-08-01,LB,Writing,0.388
2024-08-01,LK,Multimedia,0.020
2024-08-01,LK,Other/Unknown,0.043
2024-08-01,LK,Practical Guidance,0.277
2024-08-01,LK,Seeking information,0.132
2024-08-01,LK,Self-expression,0.034
2024-08-01,LK,Technical help,0.149
2024-08-01,LK,Writing,0.346
2024-08-01,LT,Multimedia,0.049
2024-08-01,LT,Other/Unknown,0.032
2024-08-01,LT,Practical Guidance,0.190
2024-08-01,LT,Seeking information,0.198
2024-08-01,LT,Self-expression,0.052
2024-08-01,LT,Technical help,0.173
2024-08-01,LT,Writing,0.306
2024-08-01,LU,Multimedia,0.079
2024-08-01,LU,Other/Unknown,0.038
2024-08-01,LU,Practical Guidance,0.202
2024-08-01,LU,Seeking information,0.207
2024-08-01,LU,Self-expression,0.025
2024-08-01,LU,Technical help,0.083
2024-08-01,LU,Writing,0.367
2024-08-01,LV,Multimedia,0.011
