month,country,work_related,topic,share_of_messages
2024-07-01,JP,0,Self-expression,0.070
2024-07-01,JP,0,Technical help,0.053
2024-07-01,JP,0,Writing,0.299
2024-07-01,JP,1,Multimedia,0.018
2024-07-01,JP,1,Other/Unknown,0.023
2024-07-01,JP,1,Practical Guidance,0.219
2024-07-01,JP,1,Seeking information,0.099
2024-07-01,JP,1,Self-expression,0.012
2024-07-01,JP,1,Technical help,0.274
2024-07-01,JP,1,Writing,0.355
2024-07-01,KE,0,Multimedia,0.005
2024-07-01,KE,0,Other/Unknown,0.035
2024-07-01,KE,0,Practical Guidance,0.362
2024-07-01,KE,0,Seeking information,0.277
2024-07-01,KE,0,Self-expression,0.061
2024-07-01,KE,0,Technical help,0.071
2024-07-01,KE,0,Writing,0.190
2024-07-01,KE,1,Multimedia,0.014
2024-07-01,KE,1,Other/Unknown,0.022
2024-07-01,KE,1,Practical Guidance,0.331
2024-07-01,KE,1,Seeking information,0.174
2024-07-01,KE,1,Self-expression,0.000
2024-07-01,KE,1,Technical help,0.111
2024-07-01,KE,1,Writing,0.349
2024-07-01,KG,0,Multimedia,0.028
2024-07-01,KG,0,Other/Unknown,0.124
2024-07-01,KG,0,Practical Guidance,0.238
2024-07-01,KG,0,Seeking information,0.172
2024-07-01,KG,0,Self-expression,0.092
2024-07-01,KG,0,Technical help,0.074
2024-07-01,KG,0,Writing,0.272
2024-07-01,KH,0,Multimedia,0.019
2024-07-01,KH,0,Other/Unknown,0.043
2024-07-01,KH,0,Practical Guidance,0.262
2024-07-01,KH,0,Seeking information,0.203
2024-07-01,KH,0,Self-expression,0.076
2024-07-01,KH,0,Technical help,0.055
2024-07-01,KH,0,Writing,0.342
2024-07-01,KH,1,Multimedia,0.012
2024-07-01,KH,1,Other/Unknown,0.067
2024-07-01,KH,1,Practical Guidance,0.237
2024-07-01,KH,1,Seeking information,0.083
2024-07-01,KH,1,Self-expression,0.009
2024-07-01,KH,1,Technical help,0.228
2024-07-01,KH,1,Writing,0.365
2024-07-01,KR,0,Multimedia,0.044
2024-07-01,KR,0,Other/Unknown,0.053
2024-07-01,KR,0,Practical Guidance,0.262
2024-07-01,KR,0,Seeking information,0.202
2024-07-01,KR,0,Self-expression,0.077
2024-07-01,KR,0,Technical help,0.038
2024-07-01,KR,0,Writing,0.323
2024-07-01,KR,1,Multimedia,0.021
2024-07-01,KR,1,Other/Unknown,0.018
2024-07-01,KR,1,Practical Guidance,0.211
2024-07-01,KR,1,Seeking information,0.103
2024-07-01,KR,1,Self-expression,0.007
2024-07-01,KR,1,Technical help,0.280
2024-07-01,KR,1,Writing,0.359
2024-07-01,KW,0,Multimedia,0.068
2024-07-01,KW,0,Other/Unknown,0.047
2024-07-01,KW,0,Practical Guidance,0.252
2024-07-01,KW,0,Seeking information,0.216
2024-07-01,KW,0,Self-expression,0.079
2024-07-01,KW,0,Technical help,0.088
2024-07-01,KW,0,Writing,0.250
2024-07-01,KZ,0,Multimedia,0.034
2024-07-01,KZ,0,Other/Unknown,0.070
2024-07-01,KZ,0,Practical Guidance,0.268
2024-07-01,KZ,0,Seeking information,0.250
2024-07-01,KZ,0,Self-expression,0.064
2024-07-01,KZ,0,Technical help,0.052
2024-07-01,KZ,0,Writing,0.261
2024-07-01,KZ,1,Multimedia,0.039
2024-07-01,KZ,1,Other/Unknown,0.020
2024-07-01,KZ,1,Practical Guidance,0.230
2024-07-01,KZ,1,Seeking information,0.111
2024-07-01,KZ,1,Self-expression,0.000
2024-07-01,KZ,1,Technical help,0.234
2024-07-01,KZ,1,Writing,0.366
2024-07-01,LB,0,Multimedia,0.017
2024-07-01,LB,0,Other/Unknown,0.051
2024-07-01,LB,0,Practical Guidance,0.251
2024-07-01,LB,0,Seeking information,0.222
2024-07-01,LB,0,Self-expression,0.072
2024-07-01,LB,0,Technical help,0.068
2024-07-01,LB,0,Writing,0.319
2024-07-01,LB,1,Multimedia,0.018
2024-07-01,LB,1,Other/Unknown,0.016
2024-07-01,LB,1,Practical Guidance,0.162
2024-07-01,LB,1,Seeking information,0.100
2024-07-01,LB,1,Self-expression,0.000
2024-07-01,LB,1,Technical help,0.243
2024-07-01,LB,1,Writing,0.461
2024-07-01,LK,0,Multimedia,0.035
2024-07-01,LK,0,Other/Unknown,0.054
2024-07-01,LK,0,Practical Guidance,0.351
2024-07-01,LK,0,Seeking information,0.175
2024-07-01,LK,0,Self-expression,0.078
2024-07-01,LK,0,Technical help,0.051
2024-07-01,LK,0,Writing,0.256
2024-07-01,LK,1,Multimedia,0.020
2024-07-01,LK,1,Other/Unknown,0.026
2024-07-01,LK,1,Practical Guidance,0.240
2024-07-01,LK,1,Seeking information,0.093
2024-07-01,LK,1,Self-expression,0.000
2024-07-01,LK,1,Technical help,0.231
2024-07-01,LK,1,Writing,0.391
2024-07-01,LT,0,Multimedia,0.028
2024-07-01,LT,0,Other/Unknown,0.023
2024-07-01,LT,0,Practical Guidance,0.293
2024-07-01,LT,0,Seeking information,0.343
2024-07-01,LT,0,Self-expression,0.026
2024-07-01,LT,0,Technical help,0.038
2024-07-01,LT,0,Writing,0.250
2024-07-01,LT,1,Multimedia,0.034
2024-07-01,LT,1,Other/Unknown,0.000
2024-07-01,LT,1,Practical Guidance,0.206
2024-07-01,LT,1,Seeking information,0.122
2024-07-01,LT,1,Self-expression,0.008
2024-07-01,LT,1,Technical help,0.233
2024-07-01,LT,1,Writing,0.396
2024-07-01,LV,0,Multimedia,0.051
2024-07-01,LV,0,Other/Unknown,0.049
2024-07-01,LV,0,Practical Guidance,0.321
2024-07-01,LV,0,Seeking information,0.122
2024-07-01,LV,0,Self-expression,0.136
2024-07-01,LV,0,Technical help,0.105
2024-07-01,LV,0,Writing,0.216
2024-07-01,LV,1,Multimedia,0.000
2024-07-01,LV,1,Other/Unknown,0.104
2024-07-01,LV,1,Practical Guidance,0.163
2024-07-01,LV,1,Seeking information,0.049
2024-07-01,LV,1,Self-expression,0.052
2024-07-01,LV,1,Technical help,0.216
2024-07-01,LV,1,Writing,0.416
2024-07-01,MA,0,Multimedia,0.021
2024-07-01,MA,0,Other/Unknown,0.052
2024-07-01,MA,0,Practical Guidance,0.266
2024-07-01,MA,0,Seeking information,0.227
2024-07-01,MA,0,Self-expression,0.069
2024-07-01,MA,0,Technical help,0.041
2024-07-01,MA,0,Writing,0.322
2024-07-01,MA,1,Multimedia,0.019
2024-07-01,MA,1,Other/Unknown,0.028
2024-07-01,MA,1,Practical Guidance,0.199
2024-07-01,MA,1,Seeking information,0.094
2024-07-01,MA,1,Self-expression,0.007
2024-07-01,MA,1,Technical help,0.185
2024-07-01,MA,1,Writing,0.468
2024-07-01,MD,1,Multimedia,0.052
2024-07-01,MD,1,Other/Unknown,0.033
2024-07-01,MD,1,Practical Guidance,0.113
2024-07-01,MD,1,Seeking information,0.045
2024-07-01,MD,1,Self-expression,0.050
2024-07-01,MD,1,Technical help,0.321
2024-07-01,MD,1,Writing,0.387
2024-07-01,MG,1,Multimedia,0.000
2024-07-01,MG,1,Other/Unknown,0.014
2024-07-01,MG,1,Practical Guidance,0.257
2024-07-01,MG,1,Seeking information,0.074
2024-07-01,MG,1,Self-expression,0.000
2024-07-01,MG,1,Technical help,0.251
2024-07-01,MG,1,Writing,0.403
2024-07-01,MM,0,Multimedia,0.049
2024-07-01,MM,0,Other/Unknown,0.035
2024-07-01,MM,0,Practical Guidance,0.338
2024-07-01,MM,0,Seeking information,0.156
2024-07-01,MM,0,Self-expression,0.061
2024-07-01,MM,0,Technical help,0.053
2024-07-01,MM,0,Writing,0.308
2024-07-01,MM,1,Multimedia,0.049
2024-07-01,MM,1,Other/Unknown,0.002
2024-07-01,MM,1,Practical Guidance,0.199
2024-07-01,MM,1,Seeking information,0.139
2024-07-01,MM,1,Self-expression,0.052
2024-07-01,MM,1,Technical help,0.224
2024-07-01,MM,1,Writing,0.333
2024-07-01,MX,0,Multimedia,0.021
2024-07-01,MX,0,Other/Unknown,0.037
2024-07-01,MX,0,Practical Guidance,0.334
2024-07-01,MX,0,Seeking information,0.247
2024-07-01,MX,0,Self-expression,0.078
2024-07-01,MX,0,Technical help,0.059
2024-07-01,MX,0,Writing,0.224
2024-07-01,MX,1,Multimedia,0.025
2024-07-01,MX,1,Other/Unknown,0.017
2024-07-01,MX,1,Practical Guidance,0.266
2024-07-01,MX,1,Seeking information,0.137
2024-07-01,MX,1,Self-expression,0.006
2024-07-01,MX,1,Technical help,0.169
2024-07-01,MX,1,Writing,0.380
2024-07-01,MY,0,Multimedia,0.013
2024-07-01,MY,0,Other/Unknown,0.043
2024-07-01,MY,0,Practical Guidance,0.330
2024-07-01,MY,0,Seeking information,0.193
2024-07-01,MY,0,Self-expression,0.059
2024-07-01,MY,0,Technical help,0.050
2024-07-01,MY,0,Writing,0.312
2024-07-01,MY,1,Multimedia,0.015
2024-07-01,MY,1,Other/Unknown,0.022
2024-07-01,MY,1,Practical Guidance,0.245
2024-07-01,MY,1,Seeking information,0.119
2024-07-01,MY,1,Self-expression,0.001
2024-07-01,MY,1,Technical help,0.102
2024-07-01,MY,1,Writing,0.497
2024-07-01,MZ,0,Multimedia,0.036
2024-07-01,MZ,0,Other/Unknown,0.046
2024-07-01,MZ,0,Practical Guidance,0.475
2024-07-01,MZ,0,Seeking information,0.185
2024-07-01,MZ,0,Self-expression,0.102
2024-07-01,MZ,0,Technical help,0.000
2024-07-01,MZ,0,Writing,0.156
2024-07-01,NG,0,Multimedia,0.019
2024-07-01,NG,0,Other/Unknown,0.046
2024-07-01,NG,0,Practical Guidance,0.292
2024-07-01,NG,0,Seeking information,0.238
2024-07-01,NG,0,Self-expression,0.064
2024-07-01,NG,0,Technical help,0.040
2024-07-01,NG,0,Writing,0.300
2024-07-01,NG,1,Multimedia,0.010
2024-07-01,NG,1,Other/Unknown,0.024
2024-07-01,NG,1,Practical Guidance,0.247
2024-07-01,NG,1,Seeking information,0.126
2024-07-01,NG,1,Self-expression,0.003
2024-07-01,NG,1,Technical help,0.132
2024-07-01,NG,1,Writing,0.458
2024-07-01,NI,0,Multimedia,0.012
2024-07-01,NI,0,Other/Unknown,0.070
2024-07-01,NI,0,Practical Guidance,0.414
2024-07-01,NI,0,Seeking information,0.160
2024-07-01,NI,0,Self-expression,0.055
2024-07-01,NI,0,Technical help,0.020
2024-07-01,NI,0,Writing,0.269
2024-07-01,NL,0,Multimedia,0.024
2024-07-01,NL,0,Other/Unknown,0.041
2024-07-01,NL,0,Practical Guidance,0.265
2024-07-01,NL,0,Seeking information,0.271
2024-07-01,NL,0,Self-expression,0.062
2024-07-01,NL,0,Technical help,0.038
2024-07-01,NL,0,Writing,0.298
2024-07-01,NL,1,Multimedia,0.013
2024-07-01,NL,1,Other/Unknown,0.020
2024-07-01,NL,1,Practical Guidance,0.182
2024-07-01,NL,1,Seeking information,0.077
2024-07-01,NL,1,Self-expression,0.007
2024-07-01,NL,1,Technical help,0.211
2024-07-01,NL,1,Writing,0.490
2024-07-01,NO,0,Multimedia,0.047
2024-07-01,NO,0,Other/Unknown,0.027
2024-07-01,NO,0,Practical Guidance,0.262
2024-07-01,NO,0,Seeking information,0.297
2024-07-01,NO,0,Self-expression,0.055
2024-07-01,NO,0,Technical help,0.030
2024-07-01,NO,0,Writing,0.282
2024-07-01,NO,1,Multimedia,0.013
2024-07-01,NO,1,Other/Unknown,0.025
2024-07-01,NO,1,Practical Guidance,0.197
2024-07-01,NO,1,Seeking information,0.136
2024-07-01,NO,1,Self-expression,0.030
2024-07-01,NO,1,Technical help,0.203
2024-07-01,NO,1,Writing,0.396
2024-07-01,NP,0,Multimedia,0.016
2024-07-01,NP,0,Other/Unknown,0.057
2024-07-01,NP,0,Practical Guidance,0.349
2024-07-01,NP,0,Seeking information,0.213
2024-07-01,NP,0,Self-expression,0.042
2024-07-01,NP,0,Technical help,0.090
2024-07-01,NP,0,Writing,0.232
2024-07-01,NP,1,Multimedia,0.020
2024-07-01,NP,1,Other/Unknown,0.010
2024-07-01,NP,1,Practical Guidance,0.262
2024-07-01,NP,1,Seeking information,0.119
2024-07-01,NP,1,Self-expression,0.001
2024-07-01,NP,1,Technical help,0.237
2024-07-01,NP,1,Writing,0.352
2024-07-01,NZ,0,Multimedia,0.039
2024-07-01,NZ,0,Other/Unknown,0.047
2024-07-01,NZ,0,Practical Guidance,0.263
2024-07-01,NZ,0,Seeking information,0.267
2024-07-01,NZ,0,Self-expression,0.046
2024-07-01,NZ,0,Technical help,0.021
2024-07-01,NZ,0,Writing,0.316
2024-07-01,NZ,1,Multimedia,0.005
2024-07-01,NZ,1,Other/Unknown,0.014
2024-07-01,NZ,1,Practical Guidance,0.195
2024-07-01,NZ,1,Seeking information,0.073
2024-07-01,NZ,1,Self-expression,0.000
2024-07-01,NZ,1,Technical help,0.168
2024-07-01,NZ,1,Writing,0.545
2024-07-01,OM,1,Multimedia,0.000
2024-07-01,OM,1,Other/Unknown,0.000
2024-07-01,OM,1,Practical Guidance,0.188
2024-07-01,OM,1,Seeking information,0.105
2024-07-01,OM,1,Self-expression,0.045
2024-07-01,OM,1,Technical help,0.154
2024-07-01,OM,1,Writing,0.509
2024-07-01,PA,0,Multimedia,0.017
2024-07-01,PA,0,Other/Unknown,0.039
2024-07-01,PA,0,Practical Guidance,0.375
2024-07-01,PA,0,Seeking information,0.273
2024-07-01,PA,0,Self-expression,0.028
2024-07-01,PA,0,Technical help,0.085
2024-07-01,PA,0,Writing,0.183
2024-07-01,PA,1,Multimedia,0.008
2024-07-01,PA,1,Other/Unknown,0.019
2024-07-01,PA,1,Practical Guidance,0.289
2024-07-01,PA,1,Seeking information,0.137
2024-07-01,PA,1,Self-expression,0.000
2024-07-01,PA,1,Technical help,0.077
2024-07-01,PA,1,Writing,0.470
2024-07-01,PE,0,Multimedia,0.017
2024-07-01,PE,0,Other/Unknown,0.043
2024-07-01,PE,0,Practical Guidance,0.343
2024-07-01,PE,0,Seeking information,0.249
2024-07-01,PE,0,Self-expression,0.046
2024-07-01,PE,0,Technical help,0.056
2024-07-01,PE,0,Writing,0.247
2024-07-01,PE,1,Multimedia,0.018
2024-07-01,PE,1,Other/Unknown,0.024
2024-07-01,PE,1,Practical Guidance,0.272
2024-07-01,PE,1,Seeking information,0.148
2024-07-01,PE,1,Self-expression,0.004
2024-07-01,PE,1,Technical help,0.134
2024-07-01,PE,1,Writing,0.398
2024-07-01,PH,0,Multimedia,0.008
2024-07-01,PH,0,Other/Unknown,0.037
2024-07-01,PH,0,Practical Guidance,0.302
2024-07-01,PH,0,Seeking information,0.183
2024-07-01,PH,0,Self-expression,0.052
2024-07-01,PH,0,Technical help,0.046
2024-07-01,PH,0,Writing,0.372
2024-07-01,PH,1,Multimedia,0.008
2024-07-01,PH,1,Other/Unknown,0.022
2024-07-01,PH,1,Practical Guidance,0.211
2024-07-01,PH,1,Seeking information,0.089
2024-07-01,PH,1,Self-expression,0.006
2024-07-01,PH,1,Technical help,0.107
2024-07-01,PH,1,Writing,0.557
2024-07-01,PK,0,Multimedia,0.016
2024-07-01,PK,0,Other/Unknown,0.048
2024-07-01,PK,0,Practical Guidance,0.325
2024-07-01,PK,0,Seeking information,0.226
2024-07-01,PK,0,Self-expression,0.052
2024-07-01,PK,0,Technical help,0.068
2024-07-01,PK,0,Writing,0.266
2024-07-01,PK,1,Multimedia,0.013
2024-07-01,PK,1,Other/Unknown,0.021
2024-07-01,PK,1,Practical Guidance,0.229
2024-07-01,PK,1,Seeking information,0.080
2024-07-01,PK,1,Self-expression,0.004
2024-07-01,PK,1,Technical help,0.233
2024-07-01,PK,1,Writing,0.419
2024-07-01,PL,0,Multimedia,0.022
2024-07-01,PL,0,Other/Unknown,0.041
2024-07-01,PL,0,Practical Guidance,0.286
2024-07-01,PL,0,Seeking information,0.298
2024-07-01,PL,0,Self-expression,0.064
2024-07-01,PL,0,Technical help,0.039
2024-07-01,PL,0,Writing,0.251
2024-07-01,PL,1,Multimedia,0.025
2024-07-01,PL,1,Other/Unknown,0.024
2024-07-01,PL,1,Practical Guidance,0.206
2024-07-01,PL,1,Seeking information,0.107
2024-07-01,PL,1,Self-expression,0.005
2024-07-01,PL,1,Technical help,0.235
2024-07-01,PL,1,Writing,0.398
2024-07-01,PR,0,Multimedia,0.021
2024-07-01,PR,0,Other/Unknown,0.019
2024-07-01,PR,0,Practical Guidance,0.324
2024-07-01,PR,0,Seeking information,0.195
2024-07-01,PR,0,Self-expression,0.082
2024-07-01,PR,0,Technical help,0.117
2024-07-01,PR,0,Writing,0.242
2024-07-01,PR,1,Multimedia,0.068
2024-07-01,PR,1,Other/Unknown,0.056
2024-07-01,PR,1,Practical Guidance,0.155
2024-07-01,PR,1,Seeking information,0.102
2024-07-01,PR,1,Self-expression,0.054
2024-07-01,PR,1,Technical help,0.082
2024-07-01,PR,1,Writing,0.484
2024-07-01,PS,0,Multimedia,0.047
2024-07-01,PS,0,Other/Unknown,0.049
2024-07-01,PS,0,Practical Guidance,0.410
2024-07-01,PS,0,Seeking information,0.294
2024-07-01,PS,0,Self-expression,0.021
2024-07-01,PS,0,Technical help,0.016
2024-07-01,PS,0,Writing,0.164
2024-07-01,PT,0,Multimedia,0.020
2024-07-01,PT,0,Other/Unknown,0.046
2024-07-01,PT,0,Practical Guidance,0.297
2024-07-01,PT,0,Seeking information,0.282
2024-07-01,PT,0,Self-expression,0.081
2024-07-01,PT,0,Technical help,0.035
2024-07-01,PT,0,Writing,0.239
2024-07-01,PT,1,Multimedia,0.004
2024-07-01,PT,1,Other/Unknown,0.012
2024-07-01,PT,1,Practical Guidance,0.216
2024-07-01,PT,1,Seeking information,0.095
2024-07-01,PT,1,Self-expression,0.008
2024-07-01,PT,1,Technical help,0.208
2024-07-01,PT,1,Writing,0.457
2024-07-01,PY,0,Multimedia,0.000
2024-07-01,PY,0,Other/Unknown,0.050
2024-07-01,PY,0,Practical Guidance,0.365
2024-07-01,PY,0,Seeking information,0.260
2024-07-01,PY,0,Self-expression,0.084
2024-07-01,PY,0,Technical help,0.029
2024-07-01,PY,0,Writing,0.211
2024-07-01,PY,1,Multimedia,0.041
2024-07-01,PY,1,Other/Unknown,0.016
2024-07-01,PY,1,Practical Guidance,0.284
2024-07-01,PY,1,Seeking information,0.152
2024-07-01,PY,1,Self-expression,0.000
2024-07-01,PY,1,Technical help,0.201
2024-07-01,PY,1,Writing,0.306
2024-07-01,QA,1,Multimedia,0.039
2024-07-01,QA,1,Other/Unknown,0.006
2024-07-01,QA,1,Practical Guidance,0.175
2024-07-01,QA,1,Seeking information,0.107
2024-07-01,QA,1,Self-expression,0.000
2024-07-01,QA,1,Technical help,0.071
2024-07-01,QA,1,Writing,0.603
2024-07-01,RO,0,Multimedia,0.024
2024-07-01,RO,0,Other/Unknown,0.057
2024-07-01,RO,0,Practical Guidance,0.295
2024-07-01,RO,0,Seeking information,0.271
2024-07-01,RO,0,Self-expression,0.078
2024-07-01,RO,0,Technical help,0.042
2024-07-01,RO,0,Writing,0.232
2024-07-01,RO,1,Multimedia,0.016
2024-07-01,RO,1,Other/Unknown,0.015
2024-07-01,RO,1,Practical Guidance,0.187
2024-07-01,RO,1,Seeking information,0.080
2024-07-01,RO,1,Self-expression,0.017
2024-07-01,RO,1,Technical help,0.264
2024-07-01,RO,1,Writing,0.421
2024-07-01,RS,0,Multimedia,0.000
2024-07-01,RS,0,Other/Unknown,0.041
2024-07-01,RS,0,Practical Guidance,0.299
2024-07-01,RS,0,Seeking information,0.291
2024-07-01,RS,0,Self-expression,0.104
2024-07-01,RS,0,Technical help,0.008
2024-07-01,RS,0,Writing,0.257
2024-07-01,RS,1,Multimedia,0.004
2024-07-01,RS,1,Other/Unknown,0.018
2024-07-01,RS,1,Practical Guidance,0.167
2024-07-01,RS,1,Seeking information,0.079
2024-07-01,RS,1,Self-expression,0.012
2024-07-01,RS,1,Technical help,0.284
2024-07-01,RS,1,Writing,0.435
2024-07-01,RW,1,Multimedia,0.059
2024-07-01,RW,1,Other/Unknown,0.086
2024-07-01,RW,1,Practical Guidance,0.296
2024-07-01,RW,1,Seeking information,0.106
2024-07-01,RW,1,Self-expression,0.008
2024-07-01,RW,1,Technical help,0.138
2024-07-01,RW,1,Writing,0.306
2024-07-01,SA,0,Multimedia,0.034
2024-07-01,SA,0,Other/Unknown,0.048
2024-07-01,SA,0,Practical Guidance,0.266
2024-07-01,SA,0,Seeking information,0.256
2024-07-01,SA,0,Self-expression,0.069
2024-07-01,SA,0,Technical help,0.047
2024-07-01,SA,0,Writing,0.280
2024-07-01,SA,1,Multimedia,0.020
2024-07-01,SA,1,Other/Unknown,0.012
2024-07-01,SA,1,Practical Guidance,0.218
2024-07-01,SA,1,Seeking information,0.116
2024-07-01,SA,1,Self-expression,0.010
2024-07-01,SA,1,Technical help,0.095
2024-07-01,SA,1,Writing,0.528
2024-07-01,SC,1,Multimedia,0.047
2024-07-01,SC,1,Other/Unknown,0.013
2024-07-01,SC,1,Practical Guidance,0.101
2024-07-01,SC,1,Seeking information,0.025
2024-07-01,SC,1,Self-expression,0.000
2024-07-01,SC,1,Technical help,0.131
2024-07-01,SC,1,Writing,0.683
2024-07-01,SE,0,Multimedia,0.019
2024-07-01,SE,0,Other/Unknown,0.024
2024-07-01,SE,0,Practical Guidance,0.281
2024-07-01,SE,0,Seeking information,0.308
2024-07-01,SE,0,Self-expression,0.050
2024-07-01,SE,0,Technical help,0.037
2024-07-01,SE,0,Writing,0.281
2024-07-01,SE,1,Multimedia,0.005
2024-07-01,SE,1,Other/Unknown,0.032
2024-07-01,SE,1,Practical Guidance,0.192
2024-07-01,SE,1,Seeking information,0.092
2024-07-01,SE,1,Self-expression,0.013
2024-07-01,SE,1,Technical help,0.261
2024-07-01,SE,1,Writing,0.405
2024-07-01,SG,0,Multimedia,0.022
2024-07-01,SG,0,Other/Unknown,0.039
2024-07-01,SG,0,Practical Guidance,0.292
2024-07-01,SG,0,Seeking information,0.223
2024-07-01,SG,0,Self-expression,0.044
2024-07-01,SG,0,Technical help,0.058
2024-07-01,SG,0,Writing,0.322
2024-07-01,SG,1,Multimedia,0.010
2024-07-01,SG,1,Other/Unknown,0.016
2024-07-01,SG,1,Practical Guidance,0.210
2024-07-01,SG,1,Seeking information,0.086
2024-07-01,SG,1,Self-expression,0.005
2024-07-01,SG,1,Technical help,0.258
2024-07-01,SG,1,Writing,0.413
2024-07-01,SI,0,Multimedia,0.037
2024-07-01,SI,0,Other/Unknown,0.099
2024-07-01,SI,0,Practical Guidance,0.270
2024-07-01,SI,0,Seeking information,0.209
2024-07-01,SI,0,Self-expression,0.100
2024-07-01,SI,0,Technical help,0.037
2024-07-01,SI,0,Writing,0.248
2024-07-01,SI,1,Multimedia,0.000
2024-07-01,SI,1,Other/Unknown,0.033
2024-07-01,SI,1,Practical Guidance,0.182
2024-07-01,SI,1,Seeking information,0.127
2024-07-01,SI,1,Self-expression,0.043
2024-07-01,SI,1,Technical help,0.189
2024-07-01,SI,1,Writing,0.425
2024-07-01,SK,0,Multimedia,0.022
2024-07-01,SK,0,Other/Unknown,0.053
2024-07-01,SK,0,Practical Guidance,0.263
2024-07-01,SK,0,Seeking information,0.341
2024-07-01,SK,0,Self-expression,0.048
2024-07-01,SK,0,Technical help,0.052
2024-07-01,SK,0,Writing,0.223
2024-07-01,SK,1,Multimedia,0.000
2024-07-01,SK,1,Other/Unknown,0.027
2024-07-01,SK,1,Practical Guidance,0.205
2024-07-01,SK,1,Seeking information,0.131
2024-07-01,SK,1,Self-expression,0.016
2024-07-01,SK,1,Technical help,0.225
2024-07-01,SK,1,Writing,0.396
2024-07-01,SN,0,Multimedia,0.046
2024-07-01,SN,0,Other/Unknown,0.036
2024-07-01,SN,0,Practical Guidance,0.339
2024-07-01,SN,0,Seeking information,0.234
2024-07-01,SN,0,Self-expression,0.111
2024-07-01,SN,0,Technical help,0.030
2024-07-01,SN,0,Writing,0.204
2024-07-01,SN,1,Multimedia,0.028
2024-07-01,SN,1,Other/Unknown,0.004
2024-07-01,SN,1,Practical Guidance,0.242
2024-07-01,SN,1,Seeking information,0.150
2024-07-01,SN,1,Self-expression,0.000
2024-07-01,SN,1,Technical help,0.155
2024-07-01,SN,1,Writing,0.422
2024-07-01,SO,0,Multimedia,0.030
2024-07-01,SO,0,Other/Unknown,0.149
2024-07-01,SO,0,Practical Guidance,0.144
2024-07-01,SO,0,Seeking information,0.163
2024-07-01,SO,0,Self-expression,0.373
2024-07-01,SO,0,Technical help,0.020
2024-07-01,SO,0,Writing,0.120
2024-07-01,SV,0,Multimedia,0.011
2024-07-01,SV,0,Other/Unknown,0.035
2024-07-01,SV,0,Practical Guidance,0.375
2024-07-01,SV,0,Seeking information,0.252
2024-07-01,SV,0,Self-expression,0.069
2024-07-01,SV,0,Technical help,0.063
2024-07-01,SV,0,Writing,0.195
2024-07-01,SV,1,Multimedia,0.013
2024-07-01,SV,1,Other/Unknown,0.000
2024-07-01,SV,1,Practical Guidance,0.260
2024-07-01,SV,1,Seeking information,0.165
2024-07-01,SV,1,Self-expression,0.031
2024-07-01,SV,1,Technical help,0.206
2024-07-01,SV,1,Writing,0.325
2024-07-01,TH,0,Multimedia,0.027
2024-07-01,TH,0,Other/Unknown,0.053
2024-07-01,TH,0,Practical Guidance,0.271
2024-07-01,TH,0,Seeking information,0.244
2024-07-01,TH,0,Self-expression,0.052
2024-07-01,TH,0,Technical help,0.062
2024-07-01,TH,0,Writing,0.291
2024-07-01,TH,1,Multimedia,0.020
2024-07-01,TH,1,Other/Unknown,0.023
2024-07-01,TH,1,Practical Guidance,0.222
2024-07-01,TH,1,Seeking information,0.115
2024-07-01,TH,1,Self-expression,0.010
2024-07-01,TH,1,Technical help,0.236
2024-07-01,TH,1,Writing,0.375
2024-07-01,TN,0,Multimedia,0.016
2024-07-01,TN,0,Other/Unknown,0.037
2024-07-01,TN,0,Practical Guidance,0.233
2024-07-01,TN,0,Seeking information,0.317
2024-07-01,TN,0,Self-expression,0.051
2024-07-01,TN,0,Technical help,0.034
2024-07-01,TN,0,Writing,0.312
2024-07-01,TN,1,Multimedia,0.010
2024-07-01,TN,1,Other/Unknown,0.032
2024-07-01,TN,1,Practical Guidance,0.175
2024-07-01,TN,1,Seeking information,0.068
2024-07-01,TN,1,Self-expression,0.013
2024-07-01,TN,1,Technical help,0.288
2024-07-01,TN,1,Writing,0.414
