month,country,topic,typical_name_gender,share_of_messages
2024-08-01,BE,Writing,masculine,0.466
2024-08-01,BO,Practical Guidance,feminine,0.457
2024-08-01,BO,Practical Guidance,masculine,0.543
2024-08-01,BO,Seeking information,feminine,0.473
2024-08-01,BO,Seeking information,masculine,0.527
2024-08-01,BO,Writing,feminine,0.520
2024-08-01,BO,Writing,masculine,0.480
2024-08-01,BR,Multimedia,feminine,0.392
2024-08-01,BR,Multimedia,masculine,0.608
2024-08-01,BR,Other/Unknown,feminine,0.407
2024-08-01,BR,Other/Unknown,masculine,0.593
2024-08-01,BR,Practical Guidance,feminine,0.487
2024-08-01,BR,Practical Guidance,masculine,0.513
2024-08-01,BR,Seeking information,feminine,0.416
2024-08-01,BR,Seeking information,masculine,0.584
2024-08-01,BR,Self-expression,feminine,0.447
2024-08-01,BR,Self-expression,masculine,0.553
2024-08-01,BR,Technical help,feminine,0.270
2024-08-01,BR,Technical help,masculine,0.730
2024-08-01,BR,Writing,feminine,0.524
2024-08-01,BR,Writing,masculine,0.476
2024-08-01,CA,Multimedia,feminine,0.358
2024-08-01,CA,Multimedia,masculine,0.642
2024-08-01,CA,Other/Unknown,feminine,0.378
2024-08-01,CA,Other/Unknown,masculine,0.622
2024-08-01,CA,Practical Guidance,feminine,0.444
2024-08-01,CA,Practical Guidance,masculine,0.556
2024-08-01,CA,Seeking information,feminine,0.337
2024-08-01,CA,Seeking information,masculine,0.663
2024-08-01,CA,Self-expression,feminine,0.480
2024-08-01,CA,Self-expression,masculine,0.520
2024-08-01,CA,Technical help,feminine,0.255
2024-08-01,CA,Technical help,masculine,0.745
2024-08-01,CA,Writing,feminine,0.517
2024-08-01,CA,Writing,masculine,0.483
2024-08-01,CH,Practical Guidance,feminine,0.456
2024-08-01,CH,Practical Guidance,masculine,0.544
2024-08-01,CH,Seeking information,feminine,0.390
2024-08-01,CH,Seeking information,masculine,0.610
2024-08-01,CH,Technical help,feminine,0.213
2024-08-01,CH,Technical help,masculine,0.787
2024-08-01,CH,Writing,feminine,0.513
2024-08-01,CH,Writing,masculine,0.487
2024-08-01,CL,Practical Guidance,feminine,0.460
2024-08-01,CL,Practical Guidance,masculine,0.540
2024-08-01,CL,Seeking information,feminine,0.430
2024-08-01,CL,Seeking information,masculine,0.570
2024-08-01,CL,Technical help,feminine,0.216
2024-08-01,CL,Technical help,masculine,0.784
2024-08-01,CL,Writing,feminine,0.498
2024-08-01,CL,Writing,masculine,0.502
2024-08-01,CO,Multimedia,feminine,0.388
2024-08-01,CO,Multimedia,masculine,0.612
2024-08-01,CO,Other/Unknown,feminine,0.523
2024-08-01,CO,Other/Unknown,masculine,0.477
2024-08-01,CO,Practical Guidance,feminine,0.523
2024-08-01,CO,Practical Guidance,masculine,0.477
2024-08-01,CO,Seeking information,feminine,0.510
2024-08-01,CO,Seeking information,masculine,0.490
2024-08-01,CO,Self-expression,feminine,0.461
2024-08-01,CO,Self-expression,masculine,0.539
2024-08-01,CO,Technical help,feminine,0.262
2024-08-01,CO,Technical help,masculine,0.738
2024-08-01,CO,Writing,feminine,0.562
2024-08-01,CO,Writing,masculine,0.438
2024-08-01,CR,Practical Guidance,feminine,0.505
2024-08-01,CR,Practical Guidance,masculine,0.495
2024-08-01,CR,Writing,feminine,0.572
2024-08-01,CR,Writing,masculine,0.428
2024-08-01,CZ,Practical Guidance,feminine,0.456
2024-08-01,CZ,Practical Guidance,masculine,0.544
2024-08-01,CZ,Seeking information,feminine,0.370
2024-08-01,CZ,Seeking information,masculine,0.630
2024-08-01,CZ,Writing,feminine,0.616
2024-08-01,CZ,Writing,masculine,0.384
2024-08-01,DE,Multimedia,feminine,0.304
2024-08-01,DE,Multimedia,masculine,0.696
2024-08-01,DE,Other/Unknown,feminine,0.404
2024-08-01,DE,Other/Unknown,masculine,0.596
2024-08-01,DE,Practical Guidance,feminine,0.405
2024-08-01,DE,Practical Guidance,masculine,0.595
2024-08-01,DE,Seeking information,feminine,0.352
2024-08-01,DE,Seeking information,masculine,0.648
2024-08-01,DE,Self-expression,feminine,0.435
2024-08-01,DE,Self-expression,masculine,0.565
2024-08-01,DE,Technical help,feminine,0.228
2024-08-01,DE,Technical help,masculine,0.772
2024-08-01,DE,Writing,feminine,0.472
2024-08-01,DE,Writing,masculine,0.528
2024-08-01,DK,Practical Guidance,feminine,0.448
2024-08-01,DK,Practical Guidance,masculine,0.552
2024-08-01,DK,Seeking information,feminine,0.373
2024-08-01,DK,Seeking information,masculine,0.627
2024-08-01,DK,Writing,feminine,0.499
2024-08-01,DK,Writing,masculine,0.501
2024-08-01,DO,Practical Guidance,feminine,0.555
2024-08-01,DO,Practical Guidance,masculine,0.445
2024-08-01,DO,Seeking information,feminine,0.517
2024-08-01,DO,Seeking information,masculine,0.483
2024-08-01,DO,Writing,feminine,0.551
2024-08-01,DO,Writing,masculine,0.449
2024-08-01,DZ,Practical Guidance,feminine,0.394
2024-08-01,DZ,Practical Guidance,masculine,0.606
2024-08-01,DZ,Seeking information,feminine,0.366
2024-08-01,DZ,Seeking information,masculine,0.634
2024-08-01,DZ,Writing,feminine,0.476
2024-08-01,DZ,Writing,masculine,0.524
2024-08-01,EC,Practical Guidance,feminine,0.520
2024-08-01,EC,Practical Guidance,masculine,0.480
2024-08-01,EC,Seeking information,feminine,0.532
2024-08-01,EC,Seeking information,masculine,0.468
2024-08-01,EC,Technical help,feminine,0.295
2024-08-01,EC,Technical help,masculine,0.705
2024-08-01,EC,Writing,feminine,0.533
2024-08-01,EC,Writing,masculine,0.467
2024-08-01,EG,Practical Guidance,feminine,0.352
2024-08-01,EG,Practical Guidance,masculine,0.648
2024-08-01,EG,Seeking information,feminine,0.251
2024-08-01,EG,Seeking information,masculine,0.749
2024-08-01,EG,Technical help,feminine,0.232
2024-08-01,EG,Technical help,masculine,0.768
2024-08-01,EG,Writing,feminine,0.338
2024-08-01,EG,Writing,masculine,0.662
2024-08-01,ES,Multimedia,feminine,0.348
2024-08-01,ES,Multimedia,masculine,0.652
2024-08-01,ES,Other/Unknown,feminine,0.416
2024-08-01,ES,Other/Unknown,masculine,0.584
2024-08-01,ES,Practical Guidance,feminine,0.420
2024-08-01,ES,Practical Guidance,masculine,0.580
2024-08-01,ES,Seeking information,feminine,0.363
2024-08-01,ES,Seeking information,masculine,0.637
2024-08-01,ES,Self-expression,feminine,0.522
2024-08-01,ES,Self-expression,masculine,0.478
2024-08-01,ES,Technical help,feminine,0.182
2024-08-01,ES,Technical help,masculine,0.818
2024-08-01,ES,Writing,feminine,0.508
2024-08-01,ES,Writing,masculine,0.492
2024-08-01,FI,Practical Guidance,feminine,0.422
2024-08-01,FI,Practical Guidance,masculine,0.578
2024-08-01,FI,Writing,feminine,0.505
2024-08-01,FI,Writing,masculine,0.495
2024-08-01,FR,Multimedia,feminine,0.258
2024-08-01,FR,Multimedia,masculine,0.742
2024-08-01,FR,Other/Unknown,feminine,0.395
2024-08-01,FR,Other/Unknown,masculine,0.605
2024-08-01,FR,Practical Guidance,feminine,0.389
2024-08-01,FR,Practical Guidance,masculine,0.611
2024-08-01,FR,Seeking information,feminine,0.330
2024-08-01,FR,Seeking information,masculine,0.670
2024-08-01,FR,Self-expression,feminine,0.487
2024-08-01,FR,Self-expression,masculine,0.513
2024-08-01,FR,Technical help,feminine,0.192
2024-08-01,FR,Technical help,masculine,0.808
2024-08-01,FR,Writing,feminine,0.499
2024-08-01,FR,Writing,masculine,0.501
2024-08-01,GB,Multimedia,feminine,0.292
2024-08-01,GB,Multimedia,masculine,0.708
2024-08-01,GB,Other/Unknown,feminine,0.295
2024-08-01,GB,Other/Unknown,masculine,0.705
2024-08-01,GB,Practical Guidance,feminine,0.380
2024-08-01,GB,Practical Guidance,masculine,0.620
2024-08-01,GB,Seeking information,feminine,0.342
2024-08-01,GB,Seeking information,masculine,0.658
2024-08-01,GB,Self-expression,feminine,0.411
2024-08-01,GB,Self-expression,masculine,0.589
2024-08-01,GB,Technical help,feminine,0.200
2024-08-01,GB,Technical help,masculine,0.800
2024-08-01,GB,Writing,feminine,0.492
2024-08-01,GB,Writing,masculine,0.508
2024-08-01,GH,Practical Guidance,feminine,0.332
2024-08-01,GH,Practical Guidance,masculine,0.668
2024-08-01,GH,Writing,feminine,0.388
2024-08-01,GH,Writing,masculine,0.612
2024-08-01,GR,Practical Guidance,feminine,0.415
2024-08-01,GR,Practical Guidance,masculine,0.585
2024-08-01,GR,Writing,feminine,0.474
2024-08-01,GR,Writing,masculine,0.526
2024-08-01,GT,Practical Guidance,feminine,0.469
2024-08-01,GT,Practical Guidance,masculine,0.531
2024-08-01,GT,Seeking information,feminine,0.487
2024-08-01,GT,Seeking information,masculine,0.513
2024-08-01,GT,Writing,feminine,0.453
2024-08-01,GT,Writing,masculine,0.547
2024-08-01,HN,Practical Guidance,feminine,0.490
2024-08-01,HN,Practical Guidance,masculine,0.510
2024-08-01,HN,Writing,feminine,0.645
2024-08-01,HN,Writing,masculine,0.355
2024-08-01,HU,Practical Guidance,feminine,0.332
2024-08-01,HU,Practical Guidance,masculine,0.668
2024-08-01,HU,Writing,feminine,0.477
2024-08-01,HU,Writing,masculine,0.523
2024-08-01,ID,Other/Unknown,feminine,0.502
2024-08-01,ID,Other/Unknown,masculine,0.498
2024-08-01,ID,Practical Guidance,feminine,0.549
2024-08-01,ID,Practical Guidance,masculine,0.451
2024-08-01,ID,Seeking information,feminine,0.516
2024-08-01,ID,Seeking information,masculine,0.484
2024-08-01,ID,Self-expression,feminine,0.600
2024-08-01,ID,Self-expression,masculine,0.400
2024-08-01,ID,Technical help,feminine,0.371
2024-08-01,ID,Technical help,masculine,0.629
2024-08-01,ID,Writing,feminine,0.590
2024-08-01,ID,Writing,masculine,0.410
2024-08-01,IE,Practical Guidance,feminine,0.374
2024-08-01,IE,Practical Guidance,masculine,0.626
2024-08-01,IE,Writing,feminine,0.546
2024-08-01,IE,Writing,masculine,0.454
2024-08-01,IL,Practical Guidance,feminine,0.317
2024-08-01,IL,Practical Guidance,masculine,0.683
2024-08-01,IL,Seeking information,feminine,0.282
2024-08-01,IL,Seeking information,masculine,0.718
2024-08-01,IL,Technical help,feminine,0.276
2024-08-01,IL,Technical help,masculine,0.724
2024-08-01,IL,Writing,feminine,0.363
2024-08-01,IL,Writing,masculine,0.637
2024-08-01,IN,Multimedia,feminine,0.337
2024-08-01,IN,Multimedia,masculine,0.663
2024-08-01,IN,Other/Unknown,feminine,0.321
2024-08-01,IN,Other/Unknown,masculine,0.679
2024-08-01,IN,Practical Guidance,feminine,0.405
2024-08-01,IN,Practical Guidance,masculine,0.595
2024-08-01,IN,Seeking information,feminine,0.375
2024-08-01,IN,Seeking information,masculine,0.625
2024-08-01,IN,Self-expression,feminine,0.443
2024-08-01,IN,Self-expression,masculine,0.557
2024-08-01,IN,Technical help,feminine,0.302
2024-08-01,IN,Technical help,masculine,0.698
2024-08-01,IN,Writing,feminine,0.431
2024-08-01,IN,Writing,masculine,0.569
2024-08-01,IT,Other/Unknown,feminine,0.482
2024-08-01,IT,Other/Unknown,masculine,0.518
2024-08-01,IT,Practical Guidance,feminine,0.426
2024-08-01,IT,Practical Guidance,masculine,0.574
2024-08-01,IT,Seeking information,feminine,0.394
2024-08-01,IT,Seeking information,masculine,0.606
2024-08-01,IT,Self-expression,feminine,0.514
2024-08-01,IT,Self-expression,masculine,0.486
2024-08-01,IT,Technical help,feminine,0.271
2024-08-01,IT,Technical help,masculine,0.729
2024-08-01,IT,Writing,feminine,0.571
2024-08-01,IT,Writing,masculine,0.429
2024-08-01,JO,Practical Guidance,feminine,0.395
2024-08-01,JO,Practical Guidance,masculine,0.605
2024-08-01,JO,Writing,feminine,0.550
2024-08-01,JO,Writing,masculine,0.450
2024-08-01,JP,Practical Guidance,feminine,0.328
2024-08-01,JP,Practical Guidance,masculine,0.672
2024-08-01,JP,Seeking information,feminine,0.258
2024-08-01,JP,Seeking information,masculine,0.742
2024-08-01,JP,Technical help,feminine,0.253
2024-08-01,JP,Technical help,masculine,0.747
2024-08-01,JP,Writing,feminine,0.364
2024-08-01,JP,Writing,masculine,0.636
2024-08-01,KE,Practical Guidance,feminine,0.454
2024-08-01,KE,Practical Guidance,masculine,0.546
2024-08-01,KE,Seeking information,feminine,0.466
2024-08-01,KE,Seeking information,masculine,0.534
2024-08-01,KE,Technical help,feminine,0.266
2024-08-01,KE,Technical help,masculine,0.734
2024-08-01,KE,Writing,feminine,0.466
2024-08-01,KE,Writing,masculine,0.534
2024-08-01,KR,Practical Guidance,feminine,0.406
2024-08-01,KR,Practical Guidance,masculine,0.594
2024-08-01,KR,Seeking information,feminine,0.354
2024-08-01,KR,Seeking information,masculine,0.646
2024-08-01,KR,Technical help,feminine,0.333
2024-08-01,KR,Technical help,masculine,0.667
2024-08-01,KR,Writing,feminine,0.529
2024-08-01,KR,Writing,masculine,0.471
2024-08-01,KZ,Practical Guidance,feminine,0.427
2024-08-01,KZ,Practical Guidance,masculine,0.573
2024-08-01,KZ,Writing,feminine,0.479
2024-08-01,KZ,Writing,masculine,0.521
2024-08-01,LB,Writing,feminine,0.542
2024-08-01,LB,Writing,masculine,0.458
2024-08-01,LK,Practical Guidance,feminine,0.531
2024-08-01,LK,Practical Guidance,masculine,0.469
2024-08-01,LK,Writing,feminine,0.561
2024-08-01,LK,Writing,masculine,0.439
2024-08-01,MA,Practical Guidance,feminine,0.366
2024-08-01,MA,Practical Guidance,masculine,0.634
2024-08-01,MA,Seeking information,feminine,0.379
2024-08-01,MA,Seeking information,masculine,0.621
2024-08-01,MA,Technical help,feminine,0.318
2024-08-01,MA,Technical help,masculine,0.682
2024-08-01,MA,Writing,feminine,0.467
2024-08-01,MA,Writing,masculine,0.533
2024-08-01,MX,Multimedia,feminine,0.287
2024-08-01,MX,Multimedia,masculine,0.713
2024-08-01,MX,Other/Unknown,feminine,0.411
2024-08-01,MX,Other/Unknown,masculine,0.589
2024-08-01,MX,Practical Guidance,feminine,0.444
2024-08-01,MX,Practical Guidance,masculine,0.556
2024-08-01,MX,Seeking information,feminine,0.434
2024-08-01,MX,Seeking information,masculine,0.566
2024-08-01,MX,Self-expression,feminine,0.415
2024-08-01,MX,Self-expression,masculine,0.585
2024-08-01,MX,Technical help,feminine,0.275
2024-08-01,MX,Technical help,masculine,0.725
2024-08-01,MX,Writing,feminine,0.499
2024-08-01,MX,Writing,masculine,0.501
2024-08-01,MY,Practical Guidance,feminine,0.455
2024-08-01,MY,Practical Guidance,masculine,0.545
2024-08-01,MY,Seeking information,feminine,0.435
2024-08-01,MY,Seeking information,masculine,0.565
2024-08-01,MY,Self-expression,feminine,0.583
2024-08-01,MY,Self-expression,masculine,0.417
2024-08-01,MY,Technical help,feminine,0.243
2024-08-01,MY,Technical help,masculine,0.757
2024-08-01,MY,Writing,feminine,0.523
2024-08-01,MY,Writing,masculine,0.477
2024-08-01,NG,Practical Guidance,feminine,0.385
2024-08-01,NG,Practical Guidance,masculine,0.615
2024-08-01,NG,Seeking information,feminine,0.330
2024-08-01,NG,Seeking information,masculine,0.670
2024-08-01,NG,Technical help,feminine,0.190
2024-08-01,NG,Technical help,masculine,0.810
2024-08-01,NG,Writing,feminine,0.314
2024-08-01,NG,Writing,masculine,0.686
2024-08-01,NL,Practical Guidance,feminine,0.364
2024-08-01,NL,Practical Guidance,masculine,0.636
2024-08-01,NL,Seeking information,feminine,0.309
2024-08-01,NL,Seeking information,masculine,0.691
2024-08-01,NL,Technical help,feminine,0.242
2024-08-01,NL,Technical help,masculine,0.758
2024-08-01,NL,Writing,feminine,0.463
2024-08-01,NL,Writing,masculine,0.537
2024-08-01,NO,Practical Guidance,feminine,0.454
2024-08-01,NO,Practical Guidance,masculine,0.546
2024-08-01,NO,Seeking information,feminine,0.378
2024-08-01,NO,Seeking information,masculine,0.622
2024-08-01,NO,Writing,feminine,0.493
2024-08-01,NO,Writing,masculine,0.507
2024-08-01,NP,Practical Guidance,feminine,0.468
2024-08-01,NP,Practical Guidance,masculine,0.532
2024-08-01,NP,Seeking information,feminine,0.350
2024-08-01,NP,Seeking information,masculine,0.650
2024-08-01,NP,Writing,feminine,0.432
2024-08-01,NP,Writing,masculine,0.568
2024-08-01,NZ,Practical Guidance,feminine,0.494
2024-08-01,NZ,Practical Guidance,masculine,0.506
2024-08-01,NZ,Seeking information,feminine,0.458
2024-08-01,NZ,Seeking information,masculine,0.542
2024-08-01,NZ,Writing,feminine,0.581
2024-08-01,NZ,Writing,masculine,0.419
2024-08-01,PA,Practical Guidance,feminine,0.541
2024-08-01,PA,Practical Guidance,masculine,0.459
2024-08-01,PA,Writing,feminine,0.517
2024-08-01,PA,Writing,masculine,0.483
2024-08-01,PE,Practical Guidance,feminine,0.471
2024-08-01,PE,Practical Guidance,masculine,0.529
2024-08-01,PE,Seeking information,feminine,0.421
2024-08-01,PE,Seeking information,masculine,0.579
2024-08-01,PE,Technical help,feminine,0.270
2024-08-01,PE,Technical help,masculine,0.730
2024-08-01,PE,Writing,feminine,0.524
2024-08-01,PE,Writing,masculine,0.476
2024-08-01,PH,Multimedia,feminine,0.454
2024-08-01,PH,Multimedia,masculine,0.546
2024-08-01,PH,Other/Unknown,feminine,0.500
2024-08-01,PH,Other/Unknown,masculine,0.500
2024-08-01,PH,Practical Guidance,feminine,0.546
2024-08-01,PH,Practical Guidance,masculine,0.454
2024-08-01,PH,Seeking information,feminine,0.498
2024-08-01,PH,Seeking information,masculine,0.502
2024-08-01,PH,Self-expression,feminine,0.497
2024-08-01,PH,Self-expression,masculine,0.503
2024-08-01,PH,Technical help,feminine,0.306
2024-08-01,PH,Technical help,masculine,0.694
2024-08-01,PH,Writing,feminine,0.580
2024-08-01,PH,Writing,masculine,0.420
2024-08-01,PK,Other/Unknown,feminine,0.282
2024-08-01,PK,Other/Unknown,masculine,0.718
2024-08-01,PK,Practical Guidance,feminine,0.361
2024-08-01,PK,Practical Guidance,masculine,0.639
2024-08-01,PK,Seeking information,feminine,0.361
2024-08-01,PK,Seeking information,masculine,0.639
2024-08-01,PK,Technical help,feminine,0.189
2024-08-01,PK,Technical help,masculine,0.811
2024-08-01,PK,Writing,feminine,0.383
2024-08-01,PK,Writing,masculine,0.617
2024-08-01,PL,Practical Guidance,feminine,0.429
2024-08-01,PL,Practical Guidance,masculine,0.571
2024-08-01,PL,Seeking information,feminine,0.385
2024-08-01,PL,Seeking information,masculine,0.615
2024-08-01,PL,Self-expression,feminine,0.453
2024-08-01,PL,Self-expression,masculine,0.547
2024-08-01,PL,Technical help,feminine,0.213
2024-08-01,PL,Technical help,masculine,0.787
2024-08-01,PL,Writing,feminine,0.537
2024-08-01,PL,Writing,masculine,0.463
2024-08-01,PT,Practical Guidance,feminine,0.417
2024-08-01,PT,Practical Guidance,masculine,0.583
2024-08-01,PT,Seeking information,feminine,0.408
2024-08-01,PT,Seeking information,masculine,0.592
2024-08-01,PT,Technical help,feminine,0.217
2024-08-01,PT,Technical help,masculine,0.783
2024-08-01,PT,Writing,feminine,0.534
2024-08-01,PT,Writing,masculine,0.466
2024-08-01,PY,Practical Guidance,feminine,0.449
2024-08-01,PY,Practical Guidance,masculine,0.551
2024-08-01,RO,Practical Guidance,feminine,0.496
2024-08-01,RO,Practical Guidance,masculine,0.504
2024-08-01,RO,Seeking information,feminine,0.421
2024-08-01,RO,Seeking information,masculine,0.579
2024-08-01,RO,Technical help,feminine,0.341
2024-08-01,RO,Technical help,masculine,0.659
2024-08-01,RO,Writing,feminine,0.549
2024-08-01,RO,Writing,masculine,0.451
2024-08-01,RS,Writing,feminine,0.504
2024-08-01,RS,Writing,masculine,0.496
2024-08-01,SA,Practical Guidance,feminine,0.392
2024-08-01,SA,Practical Guidance,masculine,0.608
2024-08-01,SA,Seeking information,feminine,0.304
2024-08-01,SA,Seeking information,masculine,0.696
2024-08-01,SA,Writing,feminine,0.342
2024-08-01,SA,Writing,masculine,0.658
2024-08-01,SE,Practical Guidance,feminine,0.416
2024-08-01,SE,Practical Guidance,masculine,0.584
2024-08-01,SE,Seeking information,feminine,0.320
2024-08-01,SE,Seeking information,masculine,0.680
2024-08-01,SE,Technical help,feminine,0.184
2024-08-01,SE,Technical help,masculine,0.816
2024-08-01,SE,Writing,feminine,0.520
2024-08-01,SE,Writing,masculine,0.480
2024-08-01,SG,Practical Guidance,feminine,0.464
2024-08-01,SG,Practical Guidance,masculine,0.536
2024-08-01,SG,Seeking information,feminine,0.326
